term,frequency,total,idf
burnupchartdailytot,6,4074,6.520621127558696
counts.pool,1,4074,8.31238059678675
elasticsearch,36,4074,4.728861658330641
x509,6,4074,6.520621127558696
proce,2,4074,7.619233416226805
mergerequestassignee.authoredmergerequest,6,4074,6.520621127558696
mutation.dastondemandscancr,6,4074,6.520621127558696
reduc,39,4074,4.6488189506571045
burndown,6,4074,6.520621127558696
mutation.issuesetconfidenti,6,4074,6.520621127558696
compliancemanagementframeworkid,6,4074,6.520621127558696
vulnerabilitiescountbydai,6,4074,6.520621127558696
profan,2,4074,7.619233416226805
testreporttot,6,4074,6.520621127558696
mode,46,4074,4.483739200297656
query.currentlicens,6,4074,6.520621127558696
foundat,3,4074,7.213768308118642
javier,3,4074,7.213768308118642
shell,51,4074,4.3805549640624255
section,108,4074,3.6302493696625313
incomplet,3,4074,7.213768308118642
loader,3,4074,7.213768308118642
save,37,4074,4.701462684142527
retriev,42,4074,4.574710978503383
diagnost,3,4074,7.213768308118642
mutation.createiter,6,4074,6.520621127558696
geonode.lfsobjectregistri,6,4074,6.520621127558696
apifuzzingscanprofil,6,4074,6.520621127558696
probe,9,4074,6.115156019450532
tarbal,2,4074,7.619233416226805
mock,18,4074,5.422008838890586
black,3,4074,7.213768308118642
nugetmetadata,6,4074,6.520621127558696
bitmap,3,4074,7.213768308118642
background,45,4074,4.505718107016431
environmentedg,6,4074,6.520621127558696
ingress.tl,1,4074,8.31238059678675
attribut,86,4074,3.8580333005332434
nessu,3,4074,7.213768308118642
python,21,4074,5.267858159063328
third,19,4074,5.3679416176203105
compat,51,4074,4.3805549640624255
incorpor,7,4074,6.366470447731438
counts.wiki,1,4074,8.31238059678675
confirm,35,4074,4.757032535297338
compar,19,4074,5.3679416176203105
priorityclassnam,6,4074,6.520621127558696
boardid,6,4074,6.520621127558696
peek,3,4074,7.213768308118642
autosc,10,4074,6.009795503792706
issueid,6,4074,6.520621127558696
read/writ,2,4074,7.619233416226805
snippetblobactioninputtyp,6,4074,6.520621127558696
godaddi,2,4074,7.619233416226805
securityscann,6,4074,6.520621127558696
mutation.createnot,6,4074,6.520621127558696
epictreesortingid,6,4074,6.520621127558696
boardlistconnect,6,4074,6.520621127558696
inclusioncultural.yml,2,4074,7.619233416226805
nocto,3,4074,7.213768308118642
chang,403,4074,2.313444034840068
serial,6,4074,6.520621127558696
/home/git/gitlab/config/gitlab.yml,3,4074,7.213768308118642
declin,6,4074,6.520621127558696
runners.ssh,2,4074,7.619233416226805
requisit,3,4074,7.213768308118642
chanc,3,4074,7.213768308118642
constructor,3,4074,7.213768308118642
topic,85,4074,3.8697293402964346
escalationruletyp,4,4074,6.926086235666861
appropri,12,4074,5.827473946998751
counts.packag,1,4074,8.31238059678675
autodevop,3,4074,7.213768308118642
maxim,2,4074,7.619233416226805
heatmap,3,4074,7.213768308118642
mutation.alertsetassigne,6,4074,6.520621127558696
outag,3,4074,7.213768308118642
sast,23,4074,5.176886380857601
project.requir,6,4074,6.520621127558696
14.0.z,2,4074,7.619233416226805
went,9,4074,6.115156019450532
low,14,4074,5.673323267171493
lot,24,4074,5.1343267664388055
implic,5,4074,6.70294268435265
column,40,4074,4.623501142672815
epicissue.refer,6,4074,6.520621127558696
devopsadoptionenablednamespac,4,4074,6.926086235666861
primari,55,4074,4.3050474115542805
mutation.releaseassetlinkcr,6,4074,6.520621127558696
mutation.dastprofilerun,6,4074,6.520621127558696
log,196,4074,3.034265937556234
snippetblobconnect,6,4074,6.520621127558696
cirunnerid,6,4074,6.520621127558696
packageconnect,6,4074,6.520621127558696
fleet,3,4074,7.213768308118642
mergerequest.refer,6,4074,6.520621127558696
mutation.environmentscanaryingressupd,6,4074,6.520621127558696
counts.jira,1,4074,8.31238059678675
usercore.timelog,4,4074,6.926086235666861
request,434,4074,2.239336062686346
todotargetenum,6,4074,6.520621127558696
experiment,20,4074,5.31664832323276
standalon,46,4074,4.483739200297656
instrument,15,4074,5.604330395684541
cistageconnect,6,4074,6.520621127558696
mutation.createbranch,6,4074,6.520621127558696
multipart,5,4074,6.70294268435265
sha1,3,4074,7.213768308118642
kerbero,6,4074,6.520621127558696
usercore.authoredmergerequest,6,4074,6.520621127558696
/workspace/gdk,3,4074,7.213768308118642
.graphql,3,4074,7.213768308118642
codecoveragesummari,6,4074,6.520621127558696
slice,3,4074,7.213768308118642
agentconfigurationedg,4,4074,6.926086235666861
usercalloutfeaturenameenum,6,4074,6.520621127558696
mutation.destroyepicboard,6,4074,6.520621127558696
techniqu,12,4074,5.827473946998751
logutil,3,4074,7.213768308118642
instancesecuritydashboard,6,4074,6.520621127558696
opsgeni,3,4074,7.213768308118642
jiraimportedg,6,4074,6.520621127558696
mxhichina.com,2,4074,7.619233416226805
counts.ingress,1,4074,8.31238059678675
unpublish,3,4074,7.213768308118642
sentinel,11,4074,5.914485323988381
far,2,4074,7.619233416226805
faq,6,4074,6.520621127558696
14.0.0,2,4074,7.619233416226805
well,18,4074,5.422008838890586
quota,4,4074,6.926086235666861
query.containerrepositori,6,4074,6.520621127558696
boardep,6,4074,6.520621127558696
think,6,4074,6.520621127558696
sloni,3,4074,7.213768308118642
thing,45,4074,4.505718107016431
boardepicuserprefer,6,4074,6.520621127558696
issue.refer,6,4074,6.520621127558696
etag,9,4074,6.115156019450532
sentryerrorstatu,6,4074,6.520621127558696
peak,2,4074,7.619233416226805
packagefileregistryconnect,6,4074,6.520621127558696
glformcombobox,3,4074,7.213768308118642
callstack,3,4074,7.213768308118642
debug,85,4074,3.8697293402964346
gssapi,3,4074,7.213768308118642
haproxi,9,4074,6.115156019450532
adher,3,4074,7.213768308118642
n.m,3,4074,7.213768308118642
runners.parallel,2,4074,7.619233416226805
treeentryconnect,6,4074,6.520621127558696
yet,5,4074,6.70294268435265
cadenc,11,4074,5.914485323988381
containerrepositorysort,6,4074,6.520621127558696
durat,18,4074,5.422008838890586
paramet,64,4074,4.153497513427079
mutation.bulkenabledevopsadoptionnamespac,4,4074,6.926086235666861
llc,1,4074,8.31238059678675
dastsiteprofileauth,6,4074,6.520621127558696
fallback,5,4074,6.70294268435265
packagesdependencyid,4,4074,6.926086235666861
sheet,6,4074,6.520621127558696
jest,9,4074,6.115156019450532
stub,18,4074,5.422008838890586
action,74,4074,4.0083155035825815
reiniti,2,4074,7.619233416226805
chain,9,4074,6.115156019450532
query.runnersetup,6,4074,6.520621127558696
licensehistoryentryedg,6,4074,6.520621127558696
9200/,3,4074,7.213768308118642
answer,5,4074,6.70294268435265
workmail,2,4074,7.619233416226805
lowercas,2,4074,7.619233416226805
channel,9,4074,6.115156019450532
constantli,2,4074,7.619233416226805
subgraph,3,4074,7.213768308118642
group.board,6,4074,6.520621127558696
search,122,4074,3.5083595520534945
averag,6,4074,6.520621127558696
payload,9,4074,6.115156019450532
depend,167,4074,3.194386784369996
amount,15,4074,5.604330395684541
strato.d,2,4074,7.619233416226805
describ,136,4074,3.3997257110506993
articl,3,4074,7.213768308118642
cijobtokenscopetyp,4,4074,6.926086235666861
/chatop,3,4074,7.213768308118642
fatal,8,4074,6.2329390551069155
kotlin,3,4074,7.213768308118642
ci/cd,222,4074,2.9097032149144715
member,58,4074,4.251937586240332
constrain,6,4074,6.520621127558696
consolid,7,4074,6.366470447731438
rescind,9,4074,6.115156019450532
convert,24,4074,5.1343267664388055
assigne,21,4074,5.267858159063328
convers,3,4074,7.213768308118642
particular,10,4074,6.009795503792706
mousetrap,3,4074,7.213768308118642
testreportsummari,6,4074,6.520621127558696
exiftool,3,4074,7.213768308118642
catch,13,4074,5.7474312393252145
boardepic.ancestor,4,4074,6.926086235666861
turn,15,4074,5.604330395684541
good,38,4074,4.674794437060365
review,133,4074,3.4220314685649975
customemojiedg,6,4074,6.520621127558696
containerrepositorytagedg,6,4074,6.520621127558696
estim,12,4074,5.827473946998751
direct,43,4074,4.551180481093189
unstash,3,4074,7.213768308118642
comment,68,4074,4.092872891610645
widget,8,4074,6.2329390551069155
improv,47,4074,4.462232995076692
order,146,4074,3.328773975078415
project.clusterag,6,4074,6.520621127558696
requirement.testreport,6,4074,6.520621127558696
initcascadingsettingslockpopov,3,4074,7.213768308118642
improp,3,4074,7.213768308118642
reboot,3,4074,7.213768308118642
resync,5,4074,6.70294268435265
vulnerabilityscanneredg,6,4074,6.520621127558696
saml,21,4074,5.267858159063328
industri,3,4074,7.213768308118642
designcollection.vers,6,4074,6.520621127558696
mergerequestreview,6,4074,6.520621127558696
mergerequestsort,6,4074,6.520621127558696
blobconnect,6,4074,6.520621127558696
dimension,6,4074,6.520621127558696
descend,6,4074,6.520621127558696
workhors,19,4074,5.3679416176203105
gnu/linux,2,4074,7.619233416226805
plural,3,4074,7.213768308118642
wrap,10,4074,6.009795503792706
run,405,4074,2.308493529680212
shibboleth,1,4074,8.31238059678675
merge/pul,3,4074,7.213768308118642
groupwikirepositoryregistryedg,6,4074,6.520621127558696
rug,3,4074,7.213768308118642
emphasi,6,4074,6.520621127558696
metadata,34,4074,4.78602007217059
counts.success,1,4074,8.31238059678675
socket,5,4074,6.70294268435265
mutation.toggleawardemoji,2,4074,7.619233416226805
quick,45,4074,4.505718107016431
deprec,90,4074,3.812570926456486
façad,3,4074,7.213768308118642
13.2.0,3,4074,7.213768308118642
clear,38,4074,4.674794437060365
declar,15,4074,5.604330395684541
todo,9,4074,6.115156019450532
mutation.apifuzzingciconfigurationcr,6,4074,6.520621127558696
clean,24,4074,5.1343267664388055
backfil,6,4074,6.520621127558696
alertmanagementintegrationedg,6,4074,6.520621127558696
userpermiss,6,4074,6.520621127558696
authtoken,8,4074,6.2329390551069155
centos/rhel,2,4074,7.619233416226805
kibana,7,4074,6.366470447731438
counts.releas,1,4074,8.31238059678675
mutation.repositionimagediffnot,6,4074,6.520621127558696
projectid,6,4074,6.520621127558696
cumul,1,4074,8.31238059678675
dastsiteprofilepermiss,6,4074,6.520621127558696
vulnerabilitylocationsast,6,4074,6.520621127558696
restructuredtext,2,4074,7.619233416226805
issuer,5,4074,6.70294268435265
respons,56,4074,4.287028906051602
mutation.oncallschedulecr,6,4074,6.520621127558696
database.pg,1,4074,8.31238059678675
obfusc,2,4074,7.619233416226805
groupid,6,4074,6.520621127558696
linux,46,4074,4.483739200297656
public,48,4074,4.44117958587886
resolvableinterfac,6,4074,6.520621127558696
projectpermiss,6,4074,6.520621127558696
respond,15,4074,5.604330395684541
rst,3,4074,7.213768308118642
constraint,12,4074,5.827473946998751
fast,27,4074,5.016543730782422
project.sentrydetailederror,6,4074,6.520621127558696
blobview,6,4074,6.520621127558696
bootsnap,4,4074,6.926086235666861
follow,461,4074,2.1789825537901026
vulnerabilitydetailboolean,6,4074,6.520621127558696
built,28,4074,4.980176086611547
rsa,4,4074,6.926086235666861
issuestatuscountstyp,6,4074,6.520621127558696
httpsecret,4,4074,6.926086235666861
convent,25,4074,5.093504771918551
javascript/vu,3,4074,7.213768308118642
measurementidentifi,6,4074,6.520621127558696
jiraimport,6,4074,6.520621127558696
mergerequestst,6,4074,6.520621127558696
boardsepicboardid,6,4074,6.520621127558696
conveni,6,4074,6.520621127558696
week,10,4074,6.009795503792706
updatediffimagepositioninput,6,4074,6.520621127558696
mutation.vulnerabilityexternalissuelinkcr,6,4074,6.520621127558696
a/b,3,4074,7.213768308118642
build,190,4074,3.065356524626265
tobe,3,4074,7.213768308118642
success,14,4074,5.673323267171493
stop,37,4074,4.701462684142527
alertmanagementhttpintegrationedg,6,4074,6.520621127558696
.gitlab,65,4074,4.137993326891114
tune,25,4074,5.093504771918551
sequenc,15,4074,5.604330395684541
group.codecoverageact,6,4074,6.520621127558696
togeth,7,4074,6.366470447731438
hangout,3,4074,7.213768308118642
mutation.createcustomemoji,6,4074,6.520621127558696
uneven,2,4074,7.619233416226805
polymorph,3,4074,7.213768308118642
tradition,3,4074,7.213768308118642
releaseassetlinktyp,6,4074,6.520621127558696
dataset,2,4074,7.619233416226805
much,11,4074,5.914485323988381
particip,9,4074,6.115156019450532
let,54,4074,4.323396550222477
cibuildneededg,6,4074,6.520621127558696
submodul,14,4074,5.673323267171493
packagefileregistri,6,4074,6.520621127558696
mozilla,3,4074,7.213768308118642
vulnerabilitydetailcommit,6,4074,6.520621127558696
coercion,3,4074,7.213768308118642
noth,3,4074,7.213768308118642
note,132,4074,3.42957867420038
align,11,4074,5.914485323988381
mittwald,2,4074,7.619233416226805
conform,3,4074,7.213768308118642
backtrack,3,4074,7.213768308118642
vulnerabilityissuelinktyp,6,4074,6.520621127558696
highli,7,4074,6.366470447731438
adapt,3,4074,7.213768308118642
ewm,3,4074,7.213768308118642
counts.environ,1,4074,8.31238059678675
postgresql,181,4074,3.1138835655209256
differ,98,4074,3.7274131181161794
prioriti,6,4074,6.520621127558696
conclus,22,4074,5.221338143428436
challeng,3,4074,7.213768308118642
unset,4,4074,6.926086235666861
rpm,8,4074,6.2329390551069155
createcompon,3,4074,7.213768308118642
midwai,2,4074,7.619233416226805
/usr/lib/gitlab,2,4074,7.619233416226805
client,43,4074,4.551180481093189
mutation.vulnerabilitydismiss,6,4074,6.520621127558696
complianceframeworkinput,6,4074,6.520621127558696
conclud,3,4074,7.213768308118642
internet,11,4074,5.914485323988381
rpc,8,4074,6.2329390551069155
fileutil,3,4074,7.213768308118642
markdown,35,4074,4.757032535297338
disadvantag,3,4074,7.213768308118642
support,459,4074,2.183330386726206
row,8,4074,6.2329390551069155
arbitrari,10,4074,6.009795503792706
counts.inst,1,4074,8.31238059678675
ciconfigstatu,6,4074,6.520621127558696
explor,30,4074,4.911183215124596
jenkinsfil,3,4074,7.213768308118642
serviceconnect,6,4074,6.520621127558696
benchmark,14,4074,5.673323267171493
unneed,3,4074,7.213768308118642
delimit,3,4074,7.213768308118642
grpc.log,3,4074,7.213768308118642
suspici,3,4074,7.213768308118642
polici,74,4074,4.0083155035825815
emit,1,4074,8.31238059678675
mutation.awardemojiadd,6,4074,6.520621127558696
safe,6,4074,6.520621127558696
quarantin,6,4074,6.520621127558696
access,362,4074,2.42073638496098
circuit,6,4074,6.520621127558696
downgrad,10,4074,6.009795503792706
githubservic,1,4074,8.31238059678675
mergerequestreviewer.authoredmergerequest,6,4074,6.520621127558696
mutation.echocr,6,4074,6.520621127558696
mayb,3,4074,7.213768308118642
situat,17,4074,5.4791672527305355
slowest,3,4074,7.213768308118642
safeti,3,4074,7.213768308118642
specifi,106,4074,3.648941502674684
environ,241,4074,2.827583663296096
unexpect,7,4074,6.366470447731438
user.snippet,6,4074,6.520621127558696
standbi,1,4074,8.31238059678675
pipelineartifactregistri,6,4074,6.520621127558696
mutation.mergerequestsetlock,6,4074,6.520621127558696
keyset,11,4074,5.914485323988381
etl,3,4074,7.213768308118642
xyz,2,4074,7.619233416226805
unhealthi,3,4074,7.213768308118642
offset,15,4074,5.604330395684541
diffref,6,4074,6.520621127558696
surfac,3,4074,7.213768308118642
mutation.createissu,6,4074,6.520621127558696
decemb,3,4074,7.213768308118642
startup,3,4074,7.213768308118642
ci.yml,65,4074,4.137993326891114
provide/inject,2,4074,7.619233416226805
etc,6,4074,6.520621127558696
whole,5,4074,6.70294268435265
dastsitevalidationconnect,6,4074,6.520621127558696
config/gitlab.yml,13,4074,5.7474312393252145
lab,6,4074,6.520621127558696
repository.blob,6,4074,6.520621127558696
ess,2,4074,7.619233416226805
vulnerabilitiescountbydayandseverityconnect,2,4074,7.619233416226805
ecdsa,1,4074,8.31238059678675
selector,25,4074,5.093504771918551
dastsitevalidationedg,6,4074,6.520621127558696
percentil,3,4074,7.213768308118642
unscop,3,4074,7.213768308118642
connector,3,4074,7.213768308118642
packagecomposerjsontyp,6,4074,6.520621127558696
nick,3,4074,7.213768308118642
dismiss,15,4074,5.604330395684541
overhead,6,4074,6.520621127558696
exclus,11,4074,5.914485323988381
univers,6,4074,6.520621127558696
involv,8,4074,6.2329390551069155
nice,3,4074,7.213768308118642
mutation.epicboardupd,6,4074,6.520621127558696
fals,13,4074,5.7474312393252145
install/upgrad,2,4074,7.619233416226805
conan,18,4074,5.422008838890586
state.j,3,4074,7.213768308118642
assess,6,4074,6.520621127558696
vulnerabilitydetail,6,4074,6.520621127558696
unsaf,12,4074,5.827473946998751
fall,3,4074,7.213768308118642
counts.merg,1,4074,8.31238059678675
clipboard,3,4074,7.213768308118642
thoma,3,4074,7.213768308118642
exclud,25,4074,5.093504771918551
bisect,3,4074,7.213768308118642
storag,176,4074,3.1418966017485994
designmanagement.designatvers,6,4074,6.520621127558696
err,4,4074,6.926086235666861
project.alertmanagementhttpintegr,6,4074,6.520621127558696
changelog.md,2,4074,7.619233416226805
enumer,12,4074,5.827473946998751
along,9,4074,6.115156019450532
mutation.dastsitetokencr,6,4074,6.520621127558696
ee/lib/elastic/latest/config.rb,3,4074,7.213768308118642
rpardini/dock,1,4074,8.31238059678675
accept,38,4074,4.674794437060365
laravel,3,4074,7.213768308118642
rotat,15,4074,5.604330395684541
orchestr,3,4074,7.213768308118642
erb,3,4074,7.213768308118642
premium,131,4074,3.4371832735855996
vulnerabilitiescountbydayandseverityedg,2,4074,7.619233416226805
alias,9,4074,6.115156019450532
assert,24,4074,5.1343267664388055
usagedata,3,4074,7.213768308118642
unarch,3,4074,7.213768308118642
group.complianceframework,6,4074,6.520621127558696
insid,22,4074,5.221338143428436
pritali,3,4074,7.213768308118642
vulnerabilitypermiss,6,4074,6.520621127558696
gemfil,6,4074,6.520621127558696
fake,9,4074,6.115156019450532
conanfilemetadata,6,4074,6.520621127558696
project.iter,6,4074,6.520621127558696
proofread,9,4074,6.115156019450532
mutation.issuesetlock,6,4074,6.520621127558696
extravolumemount,6,4074,6.520621127558696
postmark,2,4074,7.619233416226805
higher,12,4074,5.827473946998751
todoid,6,4074,6.520621127558696
method,136,4074,3.3997257110506993
mergerequestassigneeconnect,6,4074,6.520621127558696
besid,3,4074,7.213768308118642
unlink,6,4074,6.520621127558696
unsubscrib,15,4074,5.604330395684541
geonode.snippetrepositoryregistri,6,4074,6.520621127558696
stable/minio,4,4074,6.926086235666861
enable/dis,4,4074,6.926086235666861
vulnerabilitysort,6,4074,6.520621127558696
befor,163,4074,3.218630395979989
insecur,3,4074,7.213768308118642
runners.custom,2,4074,7.619233416226805
math,3,4074,7.213768308118642
membership,18,4074,5.422008838890586
submoduleconnect,6,4074,6.520621127558696
cultur,1,4074,8.31238059678675
/etc/ssl/ca,5,4074,6.70294268435265
ciminutesnamespacemonthlyusageconnect,4,4074,6.926086235666861
synchron,21,4074,5.267858159063328
metricsdashboard,6,4074,6.520621127558696
special,42,4074,4.574710978503383
epicst,6,4074,6.520621127558696
fail,107,4074,3.639551762324845
mailbox,7,4074,6.366470447731438
behind,65,4074,4.137993326891114
goal,14,4074,5.673323267171493
mutation.adminsidekiqqueuesdeletejob,6,4074,6.520621127558696
subscrib,19,4074,5.3679416176203105
undefin,7,4074,6.366470447731438
dastsiteprofileauthinput,6,4074,6.520621127558696
invoic,2,4074,7.619233416226805
mass,6,4074,6.520621127558696
explicit,3,4074,7.213768308118642
eol,4,4074,6.926086235666861
statement,16,4074,5.53979187454697
prevent,73,4074,4.02192115563836
august,6,4074,6.520621127558696
spec/features/issues/filt,3,4074,7.213768308118642
todoconnect,6,4074,6.520621127558696
accesslevel,6,4074,6.520621127558696
chaoskube.sh,2,4074,7.619233416226805
email,111,4074,3.602850395474417
mask,8,4074,6.2329390551069155
step,180,4074,3.119423745896541
runners.refere,2,4074,7.619233416226805
stem,3,4074,7.213768308118642
exporter.log,3,4074,7.213768308118642
mergerequestid,6,4074,6.520621127558696
idea,9,4074,6.115156019450532
hardwar,3,4074,7.213768308118642
purchas,3,4074,7.213768308118642
login,28,4074,4.980176086611547
env,2,4074,7.619233416226805
jenkin,15,4074,5.604330395684541
unreferenc,9,4074,6.115156019450532
runnersetup,6,4074,6.520621127558696
query.runnerplatform,6,4074,6.520621127558696
vulnerabilitydismissalreason,6,4074,6.520621127558696
containerexpirationpolici,6,4074,6.520621127558696
logic,4,4074,6.926086235666861
mutation.oncallrotationdestroi,6,4074,6.520621127558696
modsecur,2,4074,7.619233416226805
mark,37,4074,4.701462684142527
pgbouncer,29,4074,4.945084766800277
milestoneedg,6,4074,6.520621127558696
xss,6,4074,6.520621127558696
end,61,4074,4.20150673261344
interact,86,4074,3.8580333005332434
foreach,3,4074,7.213768308118642
mail.smtp,1,4074,8.31238059678675
counts.not,1,4074,8.31238059678675
statist,26,4074,5.054284058765269
drop,19,4074,5.3679416176203105
vulnerabilitydetailcod,6,4074,6.520621127558696
broadcast,6,4074,6.520621127558696
configmap,6,4074,6.520621127558696
avatar,6,4074,6.520621127558696
oncallparticipanttyp,6,4074,6.520621127558696
mutation.markasspamsnippet,6,4074,6.520621127558696
ciconfigjob,6,4074,6.520621127558696
cijobstatu,6,4074,6.520621127558696
geonod,6,4074,6.520621127558696
sentryerrorconnect,6,4074,6.520621127558696
aruba,2,4074,7.619233416226805
author,90,4074,3.812570926456486
split,9,4074,6.115156019450532
compani,7,4074,6.366470447731438
feder,3,4074,7.213768308118642
packer,2,4074,7.619233416226805
licens,71,4074,4.049700719745435
alertmanagementintegrationconnect,6,4074,6.520621127558696
projects.onli,3,4074,7.213768308118642
transform,3,4074,7.213768308118642
webhook,39,4074,4.6488189506571045
littl,1,4074,8.31238059678675
emc,3,4074,7.213768308118642
emb,16,4074,5.53979187454697
usagep,1,4074,8.31238059678675
signup,1,4074,8.31238059678675
testreportconnect,6,4074,6.520621127558696
ahead,4,4074,6.926086235666861
metricsdashboardannot,6,4074,6.520621127558696
metricsdashboard.annot,6,4074,6.520621127558696
mutation.runnerdelet,4,4074,6.926086235666861
els,6,4074,6.520621127558696
mutation.releaseupd,6,4074,6.520621127558696
parser,3,4074,7.213768308118642
horizont,3,4074,7.213768308118642
experienc,6,4074,6.520621127558696
vulnerabilityscann,6,4074,6.520621127558696
unstabl,2,4074,7.619233416226805
rel,16,4074,5.53979187454697
weight,20,4074,5.31664832323276
go.mod,3,4074,7.213768308118642
mutation.updatenamespacepackageset,6,4074,6.520621127558696
mutation.deletedevopsadoptionseg,2,4074,7.619233416226805
ref,15,4074,5.604330395684541
red,2,4074,7.619233416226805
vulnerabledepend,6,4074,6.520621127558696
codequalitydegrad,6,4074,6.520621127558696
securityscannertyp,6,4074,6.520621127558696
mutation.alerttodocr,6,4074,6.520621127558696
smtp,16,4074,5.53979187454697
iterationcad,6,4074,6.520621127558696
stat,16,4074,5.53979187454697
geonode.packagefileregistri,6,4074,6.520621127558696
eventact,6,4074,6.520621127558696
star,9,4074,6.115156019450532
//s3.amazonaws.com/gitlab,2,4074,7.619233416226805
percentag,5,4074,6.70294268435265
continu,67,4074,4.107687977395785
guid,228,4074,2.88303496783231
desk,17,4074,5.4791672527305355
dastsiteprofileid,6,4074,6.520621127558696
settings.gitali,1,4074,8.31238059678675
stai,3,4074,7.213768308118642
activesess,3,4074,7.213768308118642
/var/opt/gitlab/gitlab,1,4074,8.31238059678675
mutation.createimagediffnot,6,4074,6.520621127558696
report,110,4074,3.611900230994335
counts.board,1,4074,8.31238059678675
atlassian,21,4074,5.267858159063328
treeedg,4,4074,6.926086235666861
dastsiteprofilevalidationstatusenum,6,4074,6.520621127558696
issueedg,6,4074,6.520621127558696
oper,92,4074,3.7905920197377108
password,75,4074,3.9948924832504407
open,76,4074,3.98164725650042
2fa,9,4074,6.115156019450532
group.groupmemb,6,4074,6.520621127558696
group.ep,6,4074,6.520621127558696
mani,82,4074,3.905661349522498
commitedg,6,4074,6.520621127558696
bookmark,3,4074,7.213768308118642
simplest,3,4074,7.213768308118642
abus,24,4074,5.1343267664388055
chaoskub,4,4074,6.926086235666861
dora4,6,4074,6.520621127558696
example.com,2,4074,7.619233416226805
older,22,4074,5.221338143428436
epicdescendantweight,6,4074,6.520621127558696
canari,14,4074,5.673323267171493
face,21,4074,5.267858159063328
groupmemberrel,6,4074,6.520621127558696
thei,35,4074,4.757032535297338
nurtch,3,4074,7.213768308118642
epicstateev,6,4074,6.520621127558696
viewer,9,4074,6.115156019450532
tenant,2,4074,7.619233416226805
/gitignor,3,4074,7.213768308118642
encourag,18,4074,5.422008838890586
breview,3,4074,7.213768308118642
counts.statu,1,4074,8.31238059678675
packag,248,4074,2.7989518506217688
.gitlab/insights.yml,3,4074,7.213768308118642
diffstat,6,4074,6.520621127558696
mileston,50,4074,4.400357591358605
releaseassetlinkconnect,6,4074,6.520621127558696
subdomain,3,4074,7.213768308118642
repositoryblobconnect,6,4074,6.520621127558696
amazon,26,4074,5.054284058765269
issue.currentusertodo,6,4074,6.520621127558696
studio,3,4074,7.213768308118642
unleash,2,4074,7.619233416226805
raw,18,4074,5.422008838890586
query.devopsadoptionenablednamespac,4,4074,6.926086235666861
rat,1,4074,8.31238059678675
shutdown,2,4074,7.619233416226805
unlik,4,4074,6.926086235666861
ran,2,4074,7.619233416226805
commitactionmod,6,4074,6.520621127558696
nodeport,2,4074,7.619233416226805
formula,5,4074,6.70294268435265
ram,4,4074,6.926086235666861
insight,8,4074,6.2329390551069155
suppos,5,4074,6.70294268435265
counts.api,1,4074,8.31238059678675
drawback,2,4074,7.619233416226805
geonode.groupwikirepositoryregistri,6,4074,6.520621127558696
malform,5,4074,6.70294268435265
invalid,34,4074,4.78602007217059
mutation.issuesetassigne,6,4074,6.520621127558696
node,123,4074,3.5001962414143337
explan,11,4074,5.914485323988381
releaseassetlink,6,4074,6.520621127558696
reserv,6,4074,6.520621127558696
runner/config.toml,4,4074,6.926086235666861
opaqu,3,4074,7.213768308118642
prometheu,110,4074,3.611900230994335
submoduleedg,6,4074,6.520621127558696
portion,6,4074,6.520621127558696
recur,6,4074,6.520621127558696
asian,2,4074,7.619233416226805
infrastructur,28,4074,4.980176086611547
moment,3,4074,7.213768308118642
incorrectli,6,4074,6.520621127558696
predefin,27,4074,5.016543730782422
environmentconnect,6,4074,6.520621127558696
malici,7,4074,6.366470447731438
auditor,12,4074,5.827473946998751
licensee.nam,1,4074,8.31238059678675
make,216,4074,2.937102189102586
instead,33,4074,4.815873035320271
pullsecret,30,4074,4.911183215124596
issuesort,6,4074,6.520621127558696
pluck,3,4074,7.213768308118642
bootstrap,17,4074,5.4791672527305355
graph,38,4074,4.674794437060365
setup,139,4074,3.3779066636560593
therefor,5,4074,6.70294268435265
grape,6,4074,6.520621127558696
mutation.destroypackagefil,4,4074,6.926086235666861
timezon,5,4074,6.70294268435265
global.psql.port,4,4074,6.926086235666861
transient,8,4074,6.2329390551069155
ampcrim,3,4074,7.213768308118642
trend,3,4074,7.213768308118642
expert,3,4074,7.213768308118642
deni,31,4074,4.8783933923016045
combin,6,4074,6.520621127558696
hour,6,4074,6.520621127558696
mutation.runnersregistrationtokenreset,4,4074,6.926086235666861
mutation.mergerequestsetmileston,6,4074,6.520621127558696
confidenti,27,4074,5.016543730782422
mutation.destroyboard,6,4074,6.520621127558696
groupwikirepositoryregistryconnect,6,4074,6.520621127558696
creview,3,4074,7.213768308118642
experi,21,4074,5.267858159063328
mutation.gitlabsubscriptionactiv,6,4074,6.520621127558696
terraformstatevers,6,4074,6.520621127558696
packagespackagefileid,6,4074,6.520621127558696
matcher,8,4074,6.2329390551069155
lfsobjectregistryconnect,6,4074,6.520621127558696
project.networkpolici,4,4074,6.926086235666861
catastroph,3,4074,7.213768308118642
designversionconnect,6,4074,6.520621127558696
unknown/outd,2,4074,7.619233416226805
main,34,4074,4.78602007217059
offlin,20,4074,5.31664832323276
demo,6,4074,6.520621127558696
mail,18,4074,5.422008838890586
vulnerabilitydetailtext,6,4074,6.520621127558696
epicid,6,4074,6.520621127558696
handler,3,4074,7.213768308118642
user.timelog,4,4074,6.926086235666861
grant,9,4074,6.115156019450532
strain,3,4074,7.213768308118642
appendix,3,4074,7.213768308118642
